project_id,project_name,app_id,app_name,app_user_id,first_seen_at,last_seen_at,last_seen_app_version,last_seen_ip_country,last_seen_platform,last_seen_platform_version,last_seen_sdk_version,last_seen_locale,price_experiment_id,price_experiment_variant,has_made_sandbox_purchase,latest_entitlement,latest_product,is_rc_promo,first_purchase_at,most_recent_purchase_at,trial_start_at,trial_end_at,most_recent_renewal_at,latest_expiration_at,subscription_opt_out_at,trial_opt_out_at,total_renewals,total_spent,latest_store,latest_store_country,latest_auto_renew_intent,all_purchased_product_ids,most_recent_billing_issues_at,status,latest_offer,latest_offer_type,latest_purchased_offering,latest_ownership_type,email,phone_number,media_source,campaign,ad_group,ad,keyword,creative,idfa,idfv,gps_ad_id,custom_attributes
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_82,1631372505146,1710930210240,Version 3.0,AU,Stripe,Version 13.0,3.0.0,en_GB,,,f,rc_promo_promotional_testing_lifetime,prod_1,f,1659898130867,1714551784342,1732252112670,1601752513110,1581761113466,1607839221079,,1623637390241.0,0,494.6,Google Play,AU,t,prod_1,,Active,,,,PURCHASED,user82@example.com,,google,campaign_82,ad_group_82,ad_82,keyword_82,creative_82,idfa_82,idfv_82,gps_ad_id_82,"{""attribute_key"": ""value_82""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_83,1702179301209,1700838989781,Version 1.0,US,iOS,Version 13.0,3.0.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_5,t,1579283423108,1702856527036,1608387257552,1595667752252,1582067491827,1684105629409,1582010604433.0,,5,898.51,Web,AU,t,"prod_5,prod_3",,Non-subscription,,,,PURCHASED,user83@example.com,,facebook,campaign_83,ad_group_83,ad_83,keyword_83,creative_83,idfa_83,idfv_83,gps_ad_id_83,"{""attribute_key"": ""value_83""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_84,1713510543937,1657433971545,Version 1.0,US,iOS,Version 14.0,3.1.0,en_GB,,,f,rc_promo_promotional_testing_lifetime,prod_1,t,1703009909446,1707184570406,1637650144425,1713760128804,1644372407523,1649331349932,1621784659143.0,1666298901745.0,3,282.35,Web,US,f,prod_4,1719166601549.0,Active,,,,PURCHASED,user84@example.com,,organic,campaign_84,ad_group_84,ad_84,keyword_84,creative_84,idfa_84,idfv_84,gps_ad_id_84,"{""attribute_key"": ""value_84""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_85,1683924926825,1633808991447,Version 2.0,CA,Stripe,Version 11.0,3.0.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_4,f,1608354440689,1601514111311,1733634847881,1623504569165,1728776980543,1701210731979,,,4,127.48,App Store,US,t,"prod_2,prod_2",,Active,,,,PURCHASED,user85@example.com,,facebook,campaign_85,ad_group_85,ad_85,keyword_85,creative_85,idfa_85,idfv_85,gps_ad_id_85,"{""attribute_key"": ""value_85""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Android,user_86,1715673010047,1625307517750,Version 3.0,US,Android,Version 15.0,3.1.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_2,t,1728946506206,1662220612355,1669909218696,1584604541855,1642492701082,1598046501558,1589420809484.0,1644326782263.0,1,481.39,Web,AU,t,"prod_5,prod_3,prod_3",1696373438744.0,Sandbox,,,,PURCHASED,user86@example.com,,facebook,campaign_86,ad_group_86,ad_86,keyword_86,creative_86,idfa_86,idfv_86,gps_ad_id_86,"{""attribute_key"": ""value_86""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_87,1618952212129,1728337932756,Version 1.0,,iOS,Version 10.0,3.2.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_2,f,1724477840144,1622769118656,1607388384849,1669767542541,1638220189465,1617498064628,1646360078114.0,,2,632.95,Google Play,GB,t,prod_5,1649444799913.0,Active,,,,FAMILY_SHARED,user87@example.com,,facebook,campaign_87,ad_group_87,ad_87,keyword_87,creative_87,idfa_87,idfv_87,gps_ad_id_87,"{""attribute_key"": ""value_87""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Android,user_88,1711886489367,1596189879381,Version 2.0,,Android,Version 13.0,3.2.0,en_GB,,,f,rc_promo_promotional_testing_lifetime,prod_3,f,1625936485095,1618385369687,1608685053199,1687064920808,1597415027519,1667324461787,1709510727984.0,,0,30.01,Web,US,f,prod_1,1686042192736.0,Non-subscription,,,,PURCHASED,user88@example.com,,organic,campaign_88,ad_group_88,ad_88,keyword_88,creative_88,idfa_88,idfv_88,gps_ad_id_88,"{""attribute_key"": ""value_88""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_89,1587406948407,1722871122945,Version 3.0,CA,iOS,Version 15.0,3.0.0,en_CA,,,t,rc_promo_promotional_testing_lifetime,prod_5,f,1709624494061,1663638684377,1596768374192,1588125583605,1695214215727,1725876457771,,1624217562969.0,1,96.95,App Store,US,f,"prod_5,prod_2",1689252625155.0,Active,,,,FAMILY_SHARED,user89@example.com,,facebook,campaign_89,ad_group_89,ad_89,keyword_89,creative_89,idfa_89,idfv_89,gps_ad_id_89,"{""attribute_key"": ""value_89""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_90,1683392410419,1652796931173,Version 1.0,,iOS,Version 15.0,3.0.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_4,f,1641751152112,1586805636207,1715309175374,1640415691164,1664411309550,1674236230474,,,5,68.56,App Store,AU,f,"prod_4,prod_2,prod_1",,Active,,,,FAMILY_SHARED,user90@example.com,,google,campaign_90,ad_group_90,ad_90,keyword_90,creative_90,idfa_90,idfv_90,gps_ad_id_90,"{""attribute_key"": ""value_90""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_91,1716799506913,1663367062046,Version 3.0,CA,Stripe,Version 10.0,3.2.0,en_CA,,,f,rc_promo_promotional_testing_lifetime,prod_2,t,1632992417034,1627195178387,1709592736349,1630613296414,1714089554396,1734219605434,1733232875799.0,1598926683590.0,0,185.3,Google Play,GB,t,"prod_4,prod_3,prod_1",1660014793809.0,Non-subscription,,,,PURCHASED,user91@example.com,,facebook,campaign_91,ad_group_91,ad_91,keyword_91,creative_91,idfa_91,idfv_91,gps_ad_id_91,"{""attribute_key"": ""value_91""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Android,user_92,1690468130324,1654036667403,Version 1.0,GB,Android,Version 14.0,3.2.0,en_CA,,,f,rc_promo_promotional_testing_lifetime,prod_3,t,1611666285178,1646684222641,1659477959366,1616017235448,1584829700592,1720546049259,,1710915353788.0,4,791.03,App Store,AU,t,prod_3,,Active,,,,PURCHASED,user92@example.com,,organic,campaign_92,ad_group_92,ad_92,keyword_92,creative_92,idfa_92,idfv_92,gps_ad_id_92,"{""attribute_key"": ""value_92""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_93,1618063282948,1697757974149,Version 3.0,CA,Stripe,Version 11.0,3.0.0,en_CA,,,f,rc_promo_promotional_testing_lifetime,prod_2,t,1681939033399,1640156740635,1700036037556,1669949969984,1699999212230,1724443853294,,,0,156.65,Google Play,US,t,"prod_2,prod_2,prod_1",,Expired,,,,PURCHASED,user93@example.com,,google,campaign_93,ad_group_93,ad_93,keyword_93,creative_93,idfa_93,idfv_93,gps_ad_id_93,"{""attribute_key"": ""value_93""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_94,1629496397845,1598627384275,Version 1.0,GB,iOS,Version 12.0,3.2.0,en_GB,,,f,rc_promo_promotional_testing_lifetime,prod_1,f,1645049751049,1733965280920,1692383796918,1585676806979,1598546047780,1640498013432,,,5,540.49,Google Play,AU,f,"prod_5,prod_4,prod_1",1726221938763.0,Active,,,,FAMILY_SHARED,user94@example.com,,facebook,campaign_94,ad_group_94,ad_94,keyword_94,creative_94,idfa_94,idfv_94,gps_ad_id_94,"{""attribute_key"": ""value_94""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_95,1590393406060,1634904971720,Version 2.0,US,iOS,Version 15.0,3.1.0,en_US,,,t,rc_promo_promotional_testing_lifetime,prod_5,f,1713928038275,1627807297145,1621377417586,1678871635598,1659955284565,1613256198215,,1604876985525.0,2,306.76,Web,GB,t,prod_3,1643115314778.0,Active,,,,PURCHASED,user95@example.com,,organic,campaign_95,ad_group_95,ad_95,keyword_95,creative_95,idfa_95,idfv_95,gps_ad_id_95,"{""attribute_key"": ""value_95""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_96,1596657923505,1652980199824,Version 3.0,GB,Stripe,Version 15.0,3.1.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_1,f,1643276210662,1680896919381,1594518636791,1717697960269,1727179763555,1698730819789,1729276399481.0,,4,98.77,Web,GB,t,"prod_2,prod_4,prod_5",1635523163487.0,Active,,,,PURCHASED,user96@example.com,,google,campaign_96,ad_group_96,ad_96,keyword_96,creative_96,idfa_96,idfv_96,gps_ad_id_96,"{""attribute_key"": ""value_96""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_97,1606312834527,1680917807197,Version 2.0,US,Stripe,Version 13.0,3.0.0,en_CA,,,t,rc_promo_promotional_testing_lifetime,prod_3,f,1695179257426,1734840806371,1623927881513,1619399317523,1691391824835,1644969998504,1683553235958.0,1711537992398.0,0,245.01,App Store,AU,f,"prod_3,prod_4",,Expired,,,,PURCHASED,user97@example.com,,google,campaign_97,ad_group_97,ad_97,keyword_97,creative_97,idfa_97,idfv_97,gps_ad_id_97,"{""attribute_key"": ""value_97""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_98,1683624422605,1649392456851,Version 1.0,AU,Stripe,Version 10.0,3.0.0,en_CA,,,f,rc_promo_promotional_testing_lifetime,prod_1,t,1668113544365,1722162195269,1713977013550,1728628512511,1720963948378,1690959791928,1712138682861.0,1695715182132.0,2,638.69,Web,US,f,"prod_2,prod_1",1623671712051.0,Sandbox,,,,PURCHASED,user98@example.com,,organic,campaign_98,ad_group_98,ad_98,keyword_98,creative_98,idfa_98,idfv_98,gps_ad_id_98,"{""attribute_key"": ""value_98""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_99,1712830529763,1655186497783,Version 2.0,AU,Stripe,Version 15.0,3.0.0,en_CA,,,f,rc_promo_promotional_testing_lifetime,prod_5,t,1707912498622,1615505911021,1654114043214,1702657197538,1667498599502,1619557014740,,1648419197740.0,2,793.48,Google Play,GB,t,"prod_4,prod_4",1640464744297.0,Active,,,,PURCHASED,user99@example.com,,facebook,campaign_99,ad_group_99,ad_99,keyword_99,creative_99,idfa_99,idfv_99,gps_ad_id_99,"{""attribute_key"": ""value_99""}"
